genres,tmdbId,poster_path,title,overview
Music Drama,46992.0,/2a3ZmHS7IrOGG46hrbSS3qJJk6d.jpg,Hilary and Jackie,The tragic story worldrenowned cellist Jacqueline du Pré told point view sister flautist Hilary du PréFinzi
Drama,825.0,/2j4ABlRueaSI7fWBcl9vAiFPHQD.jpg,Playing by Heart,Eleven articulate people work affairs heart LA Paul produces Hannahs TV cooking Mark dying AIDS Men scalded Meredith rebuffs Trents charm persists The trendy prolix Joan tries pull solitary Keenan orbit An adulterous couple meet hotels evening sex Hugh tells tall tales usually tragic women bars
Drama Romance,15556.0,/3noBOQroTjMWAYhlku95Y06v5C5.jpg,At First Sight,A blind man operation regain sight urging girlfriend deal changes life
Comedy Drama Romance,14709.0,/nnVA3Nmry9furen0NDmJa0QTn2F.jpg,Varsity Blues,In smalltown Texas high school football religion 17yearold schoolboys carry hopes entire community gridiron Friday night When star quarterback Lance Harbor suffers injury Coyotes forced regroup questionable leadership John Moxon secondstring quarterback slightly irreverent approach game
Comedy Fantasy ScienceFiction,10658.0,/f2pj3SSj1GdFSrS5bUojT56umL6.jpg,Howard the Duck,A scientific experiment unknowingly brings extraterrestrial life forms Earth laser beam First cigar smoking drake Howard ducks planet A kids try greedy scientists help planet But friendly arrives beam
Horror Fantasy,6917.0,/AqNA6BMyf4jBDcGPLZf2PTmhSFc.jpg,The Gate,Three young children accidentally release horde nasty pintsized demons hole suburban backyard What follows classic battle good evil kids struggle overcome nightmarish hell literally taking Earth
Drama Family Fantasy ScienceFiction,24086.0,/3oso2pYofHjVvPYeQ6JOJmoXQSM.jpg,The Boy Who Could Fly,Milly Louis recentlywidowed mom Charlene new neighborhood Once deal variety personal problems Milly finds friend Eric autistic door neighbor Eric fascination flight story progresses exerts enthralling force change
Drama Horror ScienceFiction,11815.0,/jA6GYQDuR0RV99sWcjCzz8gcbHB.jpg,The Fly,In Montreal industrial François Delambre called late night sisterinlaw Helene Delambre She tells killed beloved husband Andre Delambre press plant press head left hand François calls acquaintance Inspector Charas later reluctant Helene convinced tell happened She explains Andre invented matter transportation apparatus experimenting fly entered chamber exchanging hand head transference
Horror ScienceFiction,9426.0,/q49tjSe3O152t9QVwaradePGu7W.jpg,The Fly,When Seth Brundle makes huge scientific technological breakthrough teleportation decides test Unbeknownst common housefly manages inside device
Horror ScienceFiction Thriller,10344.0,/zoIWGWVMCbkmsVieP99br9ZC8yY.jpg,The Fly II,Martin Brundle born humanfly adopted fathers place employment Bartok Inc employees simply wait mutant chromosomes come dormant state
Thriller Action Comedy Crime,15698.0,/2LoovCuL3mP7deokeMlqtZRMq1v.jpg,Running Scared,Two streetwise Chicago cops shake rust returning Key West vacation pursue drug dealer nearly killed past
Action Comedy Crime,2620.0,/5pO6QI7zKYDbic1ULYQkZ7VLV18.jpg,Armed and Dangerous,Dooley cop wrongly sacked corruption teams useless defence lawyer new careers security guards When fall guys robbery location guarding pair begin investigate corruption company union They soon enemies unlikely duo save day
Horror,30497.0,/hXF5nuEvUIlMXv4fOCIhA8KWaN2.jpg,The Texas Chain Saw Massacre,Five friends visiting grandfathers house country hunted terrorized chainsaw wielding killer family graverobbing cannibals
Horror,16337.0,/1EI0Qs6AhtxdamRBsFC4zm2I6sj.jpg,The Texas Chainsaw Massacre 2,A radio host victimized cannibal family Texas Marshall hunts
Horror Thriller,25018.0,/6NmMY1e7P9bkb0I1srDuV6fjIzt.jpg,Leatherface: Texas Chainsaw Massacre III,A couple encounters perverted gas station attendant threatens shotgun They deserted path Texas seek help meet cannibalistic clan interested helping fresh meat
Horror Comedy Thriller,16780.0,/eSg1yVW3R2iIj5WqMvua5MQeJsF.jpg,Texas Chainsaw Massacre: The Next Generation,Everyones favorite chainsawwielding psychopath Leatherface promnight gore time hes joined bloodthirsty family Four stranded carefree teens taken backwoods family clueless host familys grisly habits The terrified youths including sweet Jenny try escape Leatherface crazed clan including bionic Vilmer
Comedy,12151.0,/nH0nq1Nk7jTlZv1aj7SnspMJyQy.jpg,Ruthless People,A couple cheated vile businessman kidnap wife retaliation knowing enemy delighted
Horror ScienceFiction,33278.0,/cLuIQDB0SjvptANfLTpNxs9tXcP.jpg,Deadly Friend,Paul new kid town robot named BB He befriends Samantha lot good times That Samanthas abusive father throws stairs kills In effort save life Paul implants BBs brain Samanthas human brain
Drama Thriller Mystery,192.0,/dk3Vmp86t4lacnI3sQuU9ihOCUh.jpg,The Name of the Rose,14thcentury Franciscan monk William Baskerville young novice arrive conference monks murdered mysterious circumstances To solve crimes William rise Churchs authority fight shadowy conspiracy monastery monks intelligence considerable
Romance Comedy Thriller,10945.0,/nZcBdD3HRA6PPvfDY9UL0PWS5hi.jpg,Jumpin' Jack Flash,Terry works bank uses computers communicate clients world One day gets strange message unknown source The message coded After decoding message Terry embroiled espionage ring People killed Terry chased Throughout remains contact unknown person needs Terry help save life
Comedy Drama Fantasy Romance,10013.0,/hr3IcU519Ha5ADGuRLfhHlOi937.jpg,Peggy Sue Got Married,Peggy Sue faints Highschool reunion When wakes finds past finished school
Adventure Comedy,9671.0,/uQyFHP0BBQcOVAbfpmiTnj5rKDm.jpg,Crocodile Dundee,When New York reporter plucks crocodile hunter Dundee Australian Outback visit Big Apple clash cultures recipe goodnatured comedy naïve Dundee negotiates concrete jungle Dundee proves instincts useful city adeptly handles wily muggers highsociety snoots breaking sweat
Adventure Comedy,9396.0,/m8DRsyNMD1pzWIgOb7X6XN7R3y0.jpg,Crocodile Dundee II,Australian outback expert protects New York love gangsters whove followed
Comedy Crime,11038.0,/zAXFmIRTSPkQbyTVSZa1GUtCQD9.jpg,Tough Guys,Harry Doyle Lancaster Archie Lang Douglas oldtime train robbers held train 1956 incarcerated thirty years After serving time released jail adjust new life freedom Harry Archie realize pizzazz picking prison checks bank foil robbery attempt Archie spent prison time pumping easily picks 20yearold aerobics instructor Harry hand waste away days nursing home They festering resentments Archie having endure humiliating job busboy Harry having endure patronizing attitudes senior citizens The old pals finally know best After successfully robbing armored car decide rob train robbed thirty years ago
Comedy,12278.0,/gf8FmcNSKLXHxhsgSRnlRpPpnHj.jpg,Soul Man,Soul Man comedy film 1986 man undergoes racial transformation pills qualify AfricanAmericanonly scholarship Harvard Law School It stars C Thomas Howell Rae Dawn Chong Arye Gross James Earl Jones Leslie Nielsen Julia LouisDreyfus
Drama,11873.0,/xBFzAIDqlvyDIy5Zf5ASVz3kHwN.jpg,The Color of Money,Former pool hustler Fast Eddie Felson decides wants return game taking pupil He meets talented green Vincent Lauria proposes partnership As tour pool halls Eddie teaches Vincent tricks scamming eventually grows frustrated Vincents showboat antics leading argument fallingout Eddie takes playing soon crosses paths Vincent opponent
Crime Drama Thriller,18588.0,/vNSp1QB0mJtBVCDtcb4UY0mNYAB.jpg,52 Pick-Up,Harry Mitchell successful Los Angeles manufacturer wife running city council His life turned upside blackmailers confront video tape young mistress demand 100000 Fearing story hurt wifes political campaign goes police Harry pretends pay men follow
Action Comedy Drama War,10015.0,/hbKkfRpjtoCYabxEmhklM6MhF7g.jpg,Heartbreak Ridge,A hardnosed hardliving Marine gunnery sergeant clashes superiors exwife takes command spoiled recon platoon bad attitude
Comedy Western,8388.0,/zuTwahw966MoFwD7B2SFujaT5yp.jpg,¡Three Amigos!,Three unemployed actors accept invitation Mexican village replay bandit fighter roles unaware real thing
Drama Romance,8129.0,/2sVJSEZRczNiz9YIbnE5OVIkaHo.jpg,My Name Is Joe,Two thirtysomethings unemployed alcoholic Joe community health worker Sarah start romantic relationship toughest Glasgow neighbourhoods
Comedy Music,1618.0,/xCIPFFTSr84SxiU8BaEmpVxDCNZ.jpg,Still Crazy,In seventies Strange Fruit They lived rock lifestyle max groupies drugs internal tension ex man dead overdose Even demise glamorous lightning struck stage outdoor festival 20 years rock gods sunk deep obscurity idea reunion tour lodged head Tony keyboard player Fruits Tony sets bandmates help manager Karen recapture magic second chance
Action Comedy Horror Crime,10722.0,/jZLvcv73dNd4WjiY86hRo7p1wCW.jpg,The Day of the Beast,The story revolves Basque Roman Catholic priest dedicated committing sins possible Angulo death metal salesman Carabanchel Segura Italian host TV occult De Razza These literal trip Christmastime Madrid hunt prevent reincarnation Antichrist
Comedy Romance,10314.0,/2kWpjQ3O6DZywdIoPlvXCk3T91P.jpg,She's All That,High school hotshot Zach Siler envy peers But popularity declines sharply cheerleader girlfriend Taylor leaves sleazy realitytelevision star Brock Hudson Desperate revive fading reputation Siler agrees seemingly impossible challenge He weeks gain trust nerdy outcast Laney Boggs help schools prom queen
Action Comedy Thriller,47139.0,/gyIyZOKJ1y80p74GjZuqpfhFy93.jpg,"Blood, Guts, Bullets and Octane",A Cherry Pontiac Lemans ConvertibleTwo DaysTwoHundred amp Fifty Grand When lemon lot hits skids glom gig matter smell For Bob Sid slickedback burnouts bum luck runs spades With gooseegg cash flow foreclosure falling fast gig The Upside Fat CashThe FlipsideEvery Thug Crook Punk Mercenary planet looking rich
Horror Thriller,11167.0,/tJyGgOLDLDhJkUEI4wSoD4eO7n4.jpg,Peeping Tom,Loner Mark Lewis works film studio day night takes racy photographs women Also hes making documentary fear involves recording reactions victims murders He befriends Helen daughter family living apartment tells vaguely movie making She sneaks Marks apartment watch horrified sees especially Mark catches
Drama Action Thriller Crime,2112.0,/6wvtqAKsMso4oKTCmAlKtV2W0Zy.jpg,Payback,With friends like needs enemies Thats question bad guy Porter left asking wife partner steal heist money leave dead think Five months endless reservoir bitterness later Porters partners crooked cops tail learn bad payback
Comedy,16172.0,/mBPCJOotTzUBVdQzC4yFpchCzwS.jpg,Simply Irresistible,After mothers death mediocre chef Amanda Shelton having trouble attracting customers familys restaurant While shopping ingredients given magical crab mysterious Gene OReilly Afterward Amandas dishes suddenly excellent inducing strong emotional reactions eats Tom Bartlett preparing open eatery tries cooking falls love
Romance Comedy,111794.0,/9VpMRZCUtfdCg47I2uI8EgYorLg.jpg,20 Dates,Myles divorced LA He wants love life film career So decides 20 dates true love camera making feature His patient agent Richard finds 60000 investor shadowy Elie Myles starts search telling date shes filmed Elie wants sex titillation Myles wants real Myles regularly talks old film teacher Robert McKee wonders love possible modern life Halfway 20 dates Myles meets Elisabeth shes desires likes Can finish 20 dates satisfy Elie complete film losing Elisabeth
Music Drama,9524.0,/2NgC92vmBbf7BXIB0ZRUHywZV0v.jpg,Comedian Harmonists,Comedian Harmonists tells story famous German male sextet vocals piano Comedian Harmonists day meet 1927 day 1934 banned upcoming Nazis Jewish
Documentary Drama History War,20595.0,/yAjtrBR42qz6QmSCoPa7TKEId8o.jpg,The Last Days,Five Jewish Hungarians US citizens tell stories March 1944 Nazis began exterminate Hungarian Jews months concentration camps visiting childhood homes 50 years later An historian Sonderkommando doctor experimented Auschwitz prisoners US soldiers liberation April 1945
Animation Fantasy ScienceFiction,16306.0,/8nVG28GNX5kEJUaUKpMBCCTHc2p.jpg,Fantastic Planet,Fantastic Planet tells story Oms humanlike creatures kept domesticated pets alien race blue giants called Draags The story takes place Draags planet Ygam follow narrator Om called Terr infancy adulthood He manages escape enslavement Draag learning device educate savage Oms begins organise Om revolt
Comedy Romance,11622.0,/chljpiLSV7XAuKjYTQl3a7w39p8.jpg,Blast from the Past,Following bomb scare 1960s locked Webers bomb shelter 35 years Adam ventures forth Los Angeles obtain food supplies family nonmutant wife
Romance Drama,10207.0,/majQar87QNbrC47qYMcmK1oCohZ.jpg,Message in a Bottle,A woman finds romantic letter bottle washed ashore tracks author widowed shipbuilder wife died tragically early As deep mutual attraction blossoms man struggles peace past happiness
Comedy,82865.0,/nEcwFwKCsABvsvF2dOwNBs9IS1F.jpg,"God Said, 'Ha!'",Julia Sweeney tells viewers monologue hard time life brother fought cancer diagnosed rare form cancer
Comedy,18892.0,/pjgsvVxxMR2DjjCyeHMoMJLzXds.jpg,Jawbreaker,3 Reagan High Schools popular girls pretend kidnap friend shoving jawbreaker victims mouth screaming Their plan goes awry girl swallows jawbreaker choking death Now leader pack accident secret
Drama Family,13466.0,/oeFdjM0P3DMIKOloApLAn96GHiM.jpg,October Sky,Based true story Homer Hickam coal miners son inspired Sputnik launch rocketry fathers wishes eventually NASA scientist
Comedy Crime,1542.0,/iO9aZzrfmMvm3IqkFiQyuuUMLh2.jpg,Office Space,Three office workers strike evil employers hatching hapless attempt embezzle money
Comedy Drama Romance,15256.0,/dQoRvGDAFYrmzc9gwNJ7gXlL5Xw.jpg,200 Cigarettes,A collection twentysomethings try cope relationships loneliness desire individual neuroses
Thriller Crime Mystery,8224.0,/oEgBIcIJb1Z5sperKxE8Pb4tTr0.jpg,8MM,A small seemingly innocuous plastic reel film leads surveillance specialist Tom Welles increasingly dark frightening path With help streetwise Max relentlessly follows bizarre trail evidence determine fate complete stranger As work turns obsession drifts farther farther away wife family simple life smalltown PI
Comedy Drama Romance,18417.0,/bIqYI0DrUhtbWv7SI1KSP6bk8q5.jpg,The Other Sister,A mentally challenged girl proves bit capable perfect sister moves apartment begins going college
Thriller Crime Drama Mystery,1847.0,/gPOuGW8hIMhs7JvyxcZiSHuvy3C.jpg,The Long Goodbye,Detective Philip Marlowe tries help friend accused murdering wife
Drama Horror,8913.0,/9zUax4pjRgoPIJla9CQejqNJofB.jpg,Pet Sematary,Dr Louis Creeds family moves country house dreams discover pet cemetery property The cursed burial ground deep woods brings dead life minor problems At familys cat makes return trip accident forces heartbroken father contemplate unthinkable
Horror,10906.0,/iaWnUo0RNDMg3uGSVrFtvlxH7EB.jpg,Pet Sematary II,The sematary old zombieraising tricks This time protagonists Jeff Matthews mother died Hollywood stage accident Drew Gilbert boy coping abusive stepfather
Horror,8769.0,/eIFakrk7xLwiNNoiottTBN5EIwy.jpg,Christine,Geeky student Arnie Cunningham falls Christine rusty 1958 Plymouth Fury obsessed restoring classic automobile glory As car changes Arnie newfound confidence turns arrogance wheel exotic beauty Arnies girlfriend Leigh best friend Dennis reach met Fury like
Comedy,14742.0,/qLijlmE6AJjpCU8f2L7wshoR8HE.jpg,Night Shift,A nebbish morgue attendant gets shunted night shift shackled obnoxious neophyte partner dreams great idea success His life takes bizarre turn prostitute neighbour complains loss pimp His partner hearing situation suggests opening morgue night
Action Drama Thriller,10671.0,/lKRsOCB1FlZYD7tYPHValBAqmwm.jpg,Airport,Melodrama bomber board airplane airport closed snow personal problems people involved
Action Adventure Drama Thriller,27932.0,/53M89n1LDl20ZCAhqEadjTVc0Ml.jpg,Airport 1975,Something hit usthe crew deadhelp help With terrifying words 22 Hollywoods greatest stars aboard pilotless jumbo jet headed collision course destruction nerve chilling sequel greatest disaster movie
Action Adventure Drama Thriller,7227.0,/n1fD62w5v1v698LfAkbVSrwSqYJ.jpg,Airport '77,Flight 23 crashed Bermuda Triangle taking VIPs valuable art Philip Stevens new museum But hijackers plane knock sleeping gas plane crashes sea The passengers survive small hole flooding plane 2 daring rescues action trapped 200 feet underwater
Action Thriller,10670.0,/vxMbWDWGUeuSWm3KB9pIyDIFVEW.jpg,Rollercoaster,The plot guile young terrorist able blackmail series companies placing homemade radio controlled bombs central attraction amusement parks roller coasters The young man played Timothy Bottoms gives hard time cops UV marked money He wants revenge places bomb roller coaster important amusement park event year
Action Thriller,5919.0,/atGCmFz8L5KmmVmP4kFcrS1vCyd.jpg,The Towering Inferno,At opening party colossal poorly constructed office building massive breaks threatens destroy tower
Horror ScienceFiction Thriller,33518.0,/xGdzbwVDnTu3WwOtrFjI8qDfoLU.jpg,Alligator,A baby alligator flushed Chicago toilet survives eating discarded lab rats injected growth hormones The gigantic animal escapes city sewers goes rampage pursued cop biggame hunter
Action Adventure Drama Horror ScienceFiction Thriller Western,2362.0,/cOJsaT8jEmG9s1MziVIPpHBRpQ7.jpg,Westworld,In futuristic resort wealthy patrons visit recreations different time periods experience wildest fantasies lifelike robots But Richard Benjamin opts wild west gets bargained gunslinger robot goes berserk
Adventure Action Romance ScienceFiction,10803.0,/iBtkwot48QkgYpPfjceCgyK1Rhz.jpg,Logan's Run,An idyllic scifi future major drawback All citizens chance renewed Civic Ceremony 30th birthday run escape time comes
ScienceFiction Adventure Drama Action,871.0,/lj3k2LU4LYpQA3gfJM3uqo7HCf7.jpg,Planet of the Apes,An US Spaceship lands desolate planet stranding astronaut Taylor world dominated apes 2000 years future use primitive race humans experimentation sport Soon Taylor finds hunted life hands benevolent chimpanzee scientist
Adventure ScienceFiction Mystery,1685.0,/qnJ2trS7tcHxmG4KIUMgAbIM9DG.jpg,Beneath the Planet of the Apes,Astronaut Brent sent rescue Taylor crash lands Planet Apes like Taylor original film Taylor disappeared Forbidden Zone Brent Nova try follow He discovers cult humans fear Apes latest military movements finds middle Tension mounts climactic battle ape man deep bowels planet
Action ScienceFiction,1705.0,/jCxeJhN5yGWH7veXCGNrBT93L3R.jpg,Battle for the Planet of the Apes,The fifth final episode Planet Apes series After collapse human civilization community intelligent apes led Caesar lives harmony group humans Gorilla General Aldo tries cause ape civil war community human mutants live beneath destroyed city try conquer perceive enemies All leading finale
Action ScienceFiction,1688.0,/wxanhJ9ZuZ05P4J2hkC1M1rA0dv.jpg,Conquest of the Planet of the Apes,In futuristic world embraced ape slavery Caesar son late simians Cornelius Zira surfaces years hiding authorities prepares slave revolt humanity
Action ScienceFiction,1687.0,/yOnN43HdxvV5h5U4qsGIfeUL0Zv.jpg,Escape from the Planet of the Apes,The world shocked appearance talking chimpanzees arrived mysteriously US spacecraft They toast society man believes threat human race
Action Drama Thriller,11123.0,/dlMwsiC1jtJ2hRmIJOZCDjr2xRy.jpg,Earthquake,Earthquake 1974 American disaster film achieved huge boxoffice success continuing disaster film genre 1970s recognizable allstar casts attempt survive life death situations The plot concerns struggle survival catastrophic earthquake destroys city Los Angeles California
Action Drama Thriller,29723.0,/30xbGwjqVsIkIFc1N7ss55RKDZB.jpg,The Concorde... Airport '79,The Airport series stars George Kennedy aviation disasterprone Joe Patroni time having contend nuclear missiles French Air Force threat plane splitting Alps
Comedy Crime,9535.0,/eqa4TEgkx63WRhqyD8eTwmL7bUi.jpg,Analyze This,Countless wiseguy films spoofed film centers neuroses angst powerful Mafia racketeer suffers panic attacks When Paul Vitti needs help dealing role family unlucky shrink Dr Ben Sobel given days resolve Vittis emotional crisis turn happy welladjusted gangster
Action Crime Mystery Thriller,9455.0,/lVUA7xehGn4j0lYHDqOJtJVbWhT.jpg,The Corruptor,Danny young cop partnered Nick seasoned ethically tainted veteran As try stop gang war Chinatown Danny relies Nick grows increasingly uncomfortable way Nick gets things
Drama Romance Thriller,796.0,/6RQu0J2u7viDa34Nn98sKaHv5jD.jpg,Cruel Intentions,Slaking thirst dangerous games Kathryn challenges stepbrother Sebastian deflower headmasters daughter summer ends If succeeds prize chance bed Kathryn But loses Kathryn claim prized possession
Comedy Crime,100.0,/qV7QaSf7f7yC2lc985zfyOJIAIN.jpg,"Lock, Stock and Two Smoking Barrels",A card sharp unwillinglyenlisted friends need lot cash quick losing sketchy poker match To decide pull heist smalltime gang happen operating flat door
Comedy,84586.0,/ee89DQPUYbOE2ZNMRzVFuIk6yoj.jpg,Relax... It's Just Sex,A mixed group individuals lesbian gays heterosexuals frequent local bar struggle accept lifestyles However gays attacked fight ultimately rape attackers group strongly divided actions
Drama Mystery,30943.0,/iUBMUUqBMPRQ7fCOtCsmBaFBPCB.jpg,The Deep End of the Ocean,Michelle Pfeiffer ferocious role desperate mother 3yearold son disappears high school reunion Nine years later chance turns town family relocated Based Jacquelyn Mitchards bestselling novel Oprah book club selection movie effectively presents troubling dynamics exist family members whove suffered unsettling loss
Action ScienceFiction,10350.0,/pdNhh937iErsAzR6h7pt2mQmclO.jpg,Wing Commander,The Hollywood version popular video game series Wing Commander Unlike video games feature film transitions series creator Chris Roberts heavily involved films creation This story Christopher Blair Todd Maniac Marshall arrive Tiger Claw soon forced stop Kilrathi fleet heading Earth
Mystery Horror Thriller,11772.0,/gWXqJJTNwRCkuj9HEIsI9douVPf.jpg,The Haunting,Dr Markway research prove existence ghosts investigates Hill House large eerie mansion lurid history violent death insanity
Drama Horror Thriller,9540.0,/9ZGBwiWIvN9KmHaLeSS5it44G21.jpg,Dead Ringers,Elliot successful gynecologist works practice identical twin Beverly Elliot attracted patients affairs When inevitably loses woman Beverly meeker woman knowing difference Beverly falls hard patients Claire inadvertently deceives slips state madness
Horror ScienceFiction,11773.0,/aDrN9hVBFUQ7jpZvupfDeCHVcar.jpg,Village of the Damned,In small English village suddenly falls unconscious When awake woman child bearing age pregnant The resulting children strange blond hair eyes strong connection
ScienceFiction Thriller,30202.0,/fjIiCQJRIpJTGUW4A8jSPqIIkH1.jpg,Children of the Damned,Six children spread world enormous intelligence identical intelligence strange bond
Drama Thriller,1567.0,/6VsYFr7gsNfGMyiji4tyObEvxzD.jpg,I Stand Alone,The Butcher known Noes short film Carne time jail beating guy tried seduce teenage mentallyhandicapped daughter Now wants start new life He leaves daughter institution moves Lille suburbs mistress She promised new butcher shop She lied The butcher decides Paris daughter
Romance Comedy,1641.0,/g1w3I72XTZ604Luhv8MEpTLLoU7.jpg,Forces of Nature,Ben Holmes professional bookjacket blurbologist trying Savannah wedding He barely catches plane seagull flies engine plane taking All later flights cancelled approaching hurricane forced hitch ride Geo Metro attractive eccentric woman named Sara
Animation Drama Family,47288.0,/zUMBSExtVELo0zLuDoYKhTsYsag.jpg,The King and I,Animated version Rodgers Hammerstein musical King Siam meets head strong English school mistress
Comedy Horror Thriller Western,10212.0,/spwvStEA4CraTXPOcONrDzncXOZ.jpg,Ravenous,Upon receiving reports missing persons Fort Spencer remote Army outpost Western frontier Capt John Boyd investigates After arriving new post Boyd regiment aid wounded frontiersman recounts horrifying tale wagon train murdered supposed guide vicious US Army colonel gone rogue Fearing worst regiment heads wilderness verify gruesome claims
Crime Drama,10354.0,/xo48IGurAJOJfG29Vp32JglZGPk.jpg,True Crime,Boozer skirt chaser careless father You create list reporter Steve Everetts faults theres time A San Quentin Death Row prisoner slated die midnight man Everett suddenly realized innocent
Action Drama Foreign,11526.0,/yWNaWKcF3wPWXloyrp88FSNptxW.jpg,Bandits,Four female cons formed band prison chance play police ball outside walls They chance escape Being run law sell music famous outlaws
Drama Music Romance,16520.0,/jyAMSLdJymJ9xObCfZFXZFGFz8m.jpg,The King and I,Mrs Anna Leonowens son Louis arrive Bangkok contracted teach English children royal household She threatens leave house promised available falls love children
Comedy,11374.0,/sF3YBtYn6yAHMPDbiC58WArIWMl.jpg,Edtv,Video store clerk Ed agrees life filmed camera crew tv network
Action Mystery Thriller,16379.0,/7c20VEblNKkDiBuA6bE6kbeHqHa.jpg,The Mod Squad,Three minor delinquints Danes Ribisi Epps recruited cop Farina working undercover bust copdrug ring When officer recruited killed duty solve murder bust drug ring Suffering jibes ridicule fellow officers struggle save names deceased benefactor
Comedy Romance,125123.0,/ugTs1SDHUAsBuCpdrCDKTC2kHeK.jpg,Among Giants,A manager hires Ray books paint power towers 15mile stretch hightension wires outside Sheffield Rays crew men friends especially Ray Steve young Romeo Into mix comes Gerry Australian spirit adventure mountain climbing skills She wants job advice dont want woman job Ray hires Then Ray fall love He asks marry gives ring Steves jealous Rays exwife complains spends Gerry kids predicts Gerry wont stay Plus theres pressure finish job fast Economics romance wanderlust spark end
Drama Romance,28029.0,/prNgf4ZHzkAp8Rl8KsaKMHOfDOs.jpg,A Walk on the Moon,The world young housewife turned upside affair freespirited blouse salesman
Action ScienceFiction,603.0,/hEpWvX6Bp79eLxY1kX5ZZJcme5U.jpg,The Matrix,Set 22nd century The Matrix tells story hacker joins group underground insurgents fighting vast powerful computers rule earth
Comedy Romance Drama,4951.0,/paS5plbzKz3PYddxky6svYYz3hS.jpg,10 Things I Hate About You,Bianca tenth grader gone date isnt allowed boys older sister Kat gets boyfriend The problem Kat rubs nearly wrong way But Bianca guy eye Joey eager Joey fixes Kat Patrick new kid town bitter Kat
Comedy,8970.0,/zIEx8ttLYzfiyTS2PzcvRbYbL0j.jpg,The Out-of-Towners,The remake 1970 Neil Simon comedy follows adventures couple Henry Nancy Clark vexed misfortune New York City job interview
Drama Foreign,9840.0,/7QMEbbtZt3141wWG8CFgAp7ooAm.jpg,The Dreamlife of Angels,In Lille penniless young women prospects friends Isa moves Marie whos flatsitting mother child hospital comas following car crash Isa outgoing unskilled hopes moving south warmer climes Marie usually angry detached Then Isa begins visit child flat live going hospital read Marie slowly falls rich youth At Marie keeps bay pursues begins dream lifes love When Isa tries warn Marie friendship flounders How Marie handle inevitable And lose flat
Comedy Drama,30950.0,/xQZ5jhnFXu9p7uHk7Ebtm6eiBSi.jpg,Metroland,After years absence Toni Chriss best friend suddenly reappears London bring chaos doubt Chriss calm tranquil slightly boring predictable life Chris starts remember carefree youth photographer Paris lived enjoyed torrid affair Annick It Paris met fell love Marion The temptations pressure exerted Chris Toni return carefree life sex drugs rocknroll soon starts impact Chriss marriage He starts question values lifestyle choices relationship Marion suspects starting affair Toni dislikes Eventually circumstances come head Chris forced decide follow Toni hedonistic irresponsible life youth face harsh realities present stay Marion
Crime Drama Thriller,11660.0,/uoWnnSlUIWjqUXxfIej3ucAxg7J.jpg,Following,A struggling unemployed young writer takes following strangers streets London ostensibly inspiration new novel
Crime Comedy Thriller,9430.0,/kr1nz11EILLPdRmn51jtvvBQrWL.jpg,Go,Told perspectives story bunch young Californians trying cash deal drugs score money sex Las Vegas generally experience rush life
Romance Comedy Drama,11355.0,/1F9EAhEQxa0I5Pa5Z10hWIBFS3r.jpg,Never Been Kissed,Josie Geller babyfaced junior copywriter Chicago SunTimes pose student high school research contemporary teenage culture With help brother Rob Josie infiltrates inner circle popular clique campus But hits major snag investigation mention failed love life falls dreamy English teacher Sam Coulson
Comedy Action,18764.0,/vl7aI8rWk9MoRp9j6VagrRZFxRM.jpg,Twin Dragons,Twins separated birth end Hong Kong gangster New York concert pianist When pianist travels Hong Kong concert inevitably mistaken
Comedy Drama Thriller,9465.0,/cK6okfIpLFczwudOJQfgiWWNG4Q.jpg,Cookie's Fortune,Conflict arises small town Holly Springs old womans death causes variety reactions family friends
Drama Mystery Romance,1414.0,/4HRUZYCAXN1W3C0qgJpAWbp7nNo.jpg,Lovers of the Arctic Circle,Otto Ana kids meet Their names palindromes They meet chance people related chance A story circular lives circular names circular place Círculo polar day ends midnight sun There things end Love
Comedy Crime,6522.0,/c9phL8FXuL7i15CrjQH5PfM60NB.jpg,Life,Two men 1930s Mississippi friends sentenced life prison crime commit
Romance Drama,10209.0,/kT0whcFasVTs0puS3Fjtjqk1k8o.jpg,Hideous Kinky,In 1972 disenchanted dreary conventions English life 25yearold Julia heads Morocco daughters sixyearold Lucy precocious eightyearold Bea
Drama Thriller,1902.0,/vREkQPEO2M1WdtYfwPUTH2M4XQJ.jpg,Open Your Eyes,A handsome man finds love life suffers accident needs face rebuilt surgery severely disfigured
Crime Romance Comedy Drama Music,6396.0,/v3Ho0MeyhN5y4itc8Q5YLBHTOhe.jpg,SLC Punk,Two geeks 1980s punks party concerts deciding lives
Comedy Drama,12596.0,/A33xLPsTIgT7tN3E5UWfVURFlPV.jpg,Pushing Tin,Two air traffic controllers John Cusack Billy Bob Thornton thrive living dangerously compete outdo levels
Comedy,9451.0,/4RHyF1v1n4iodWzHG4m7XkGcJVB.jpg,Election,A high school teachers personal life complicated works students school elections
Action Thriller ScienceFiction Horror,1946.0,/jvuRnlZvfUnleAZj8g75q4VZedm.jpg,eXistenZ,A game designer run assassins play latest virtual reality creation marketing trainee determine game damaged
Romance Drama Mystery,1844.0,/6IKmjW52qeMXx8xXMdX6RRshmY0.jpg,Entrapment,Two thieves travel elegant circles try outsmart process end falling love
Thriller Comedy Horror,6552.0,/lActBgdxuILDSgwtngkNKD7oMEn.jpg,Idle Hands,Anton cheerful exceedingly nonambitious 17yearold stoner lives stay buzzed watch TV moon Molly beautiful girl lives door However turns old cliché idle hands devils playground kernel truth
